PARTNER,TYPE,NAME_FIRST,NAMEMIDDLE,NAME_LAST,NAME_LST2,NAME_ORG1,NAME_ORG2,GESCHL,BIRTHDT,IDTYPE,IDNUMBER,RLTYP,ZZ_CATEGORIA,ZZ_AFILIACION,ZZ_ESTADO_AFIL,COUNTRY,REGION,CITY1,STREET,SMTP_ADDR,TELEFONOS,RELACIONES,ZZ_GRUPO_FAM,ZZ_CONSENT_DP,ZZ_CONSENT_COM,ZZ_PREF,ZZ_PREF_EMAIL,ZZ_FALLECIDO,ZZ_TIPO_ORG,CHDAT
0007000608,2,,,,,Fundación Bernal-Naranjo,BERNAL-NARANJO,,,ZNIT,846460646-1,ZEMP,,,,CO,CUN,25286,Av. Ever Rafael Trujillo # 6-68 Sur,rrhh@bernal-naranjo.test,6019965673:TIT:OWN:TIT,,,Y,N,,,,ESAL,20260901
0007000609,2,,,,,Pineda Ltd S.A.S.,PINEDA LTD,,,ZNIT,828783746-9,ZEMP,,,,CO,CUN,25754,Avenida Guasca # 68-86 Sur,rrhh@pineda.test,6017560535:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000610,2,,,,,Sierra Caicedo and Carvajal S.A.,SIERRA CAICEDO AND CARVAJAL,,,ZNIT,867533818-0,ZEMP,,,,CO,ANT,05001,Carrera 176 # 54-71 Este,rrhh@sierra.test,6012803326:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000611,2,,,,,Gil and Sons S.A.S.,GIL AND SONS,,,ZNIT,822295934-1,ZEMP,,,,CO,CUN,25754,Calle 1ª # 85I-2,rrhh@gil.test,6018793971:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000612,2,,,,,Fundación Yepes Padilla and Monsalve,YEPES PADILLA AND MONSALVE,,,ZNIT,864467435-1,ZEMP,,,,CO,CUN,25286,Cl. 76I Sur # 7Y-71 Este,rrhh@yepes.test,6011376634:TIT:OWN:TIT,,,Y,N,,,,ESAL,20260901
0007000613,2,,,,,Gil LLC S.A.S.,GIL LLC,,,ZNIT,856105680-6,ZEMP,,,,CO,ANT,05001,Cr. 4Q # 81-3,rrhh@gil.test,6012467792:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000614,2,,,,,Navarro Group S.A.S.,NAVARRO GROUP,,,ZNIT,832258053-7,ZEMP,,,,CO,VAL,76001,Cl. 90 # 20X-86,rrhh@navarro.test,6016076569:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000615,2,,,,,Vanegas Hernández and Díaz S.A.S.,VANEGAS HERNÁNDEZ AND DÍAZ,,,ZNIT,885199121-9,ZEMP,,,,CO,ANT,05001,Av. carrera 19 # 6-8 Este,rrhh@vanegas.test,6019908138:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000616,2,,,,,Contreras-Torres S.A.S.,CONTRERAS-TORRES,,,ZNIT,868693661-0,ZEMP,,,,CO,CUN,25754,Carrera 45 # 7-94,rrhh@contreras-torres.test,6016918229:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000617,2,,,,,Contreras and Sons S.A.S.,CONTRERAS AND SONS,,,ZNIT,864723727-3,ZEMP,,,,CO,ANT,05001,Calle 36 Sur # 78-98,rrhh@contreras.test,6016262589:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000618,2,,,,,Contreras-Mendoza S.A.S.,CONTRERAS-MENDOZA,,,ZNIT,890909653-1,ZEMP,,,,CO,BOG,11001,Calle 60 # 10-1 Este,rrhh@contreras-mendoza.test,6013094110:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000619,2,,,,,Moreno Ltd Ltda.,MORENO LTD,,,ZNIT,882631662-3,ZEMP,,,,CO,ANT,05001,Cl. 166 # 42-1 Sur,rrhh@moreno.test,6019399005:TIT:OWN:TIT,,,Y,N,,,,LTDA,20260901
0007000620,2,,,,,Pérez Jaramillo and Zuluaga S.A.S.,PÉREZ JARAMILLO AND ZULUAGA,,,ZNIT,820070719-0,ZEMP,,,,CO,CUN,25286,Cr. 63X Bis # 7-62,rrhh@pérez.test,6013520483:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000621,2,,,,,Vásquez Group Ltda.,VÁSQUEZ GROUP,,,ZNIT,890406129-4,ZEMP,,,,CO,BOG,11001,Calle 128 # 16-6,rrhh@vásquez.test,6019771491:TIT:OWN:TIT,,,Y,N,,,,LTDA,20260901
0007000622,2,,,,,Murillo Group Ltda.,MURILLO GROUP,,,ZNIT,868253098-6,ZEMP,,,,CO,BOG,11001,Avenida calle 187 # 1-30 Este,rrhh@murillo.test,6012104331:TIT:OWN:TIT,,,Y,N,,,,LTDA,20260901
0007000623,2,,,,,Alvarado Mendoza and Calderón S.A.,ALVARADO MENDOZA AND CALDERÓN,,,ZNIT,855126403-9,ZEMP,,,,CO,ANT,05001,Tr. 141 # 32-7 Sur,rrhh@alvarado.test,6016252909:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000624,2,,,,,Fundación Andrade Inc,ANDRADE INC,,,ZNIT,845347971-2,ZEMP,,,,CO,CUN,25286,Cr. 45 # 6-11 Este,rrhh@andrade.test,6019538705:TIT:OWN:TIT,,,Y,N,,,,ESAL,20260901
0007000625,2,,,,,Paz-Bastidas S.A.,PAZ-BASTIDAS,,,ZNIT,833336003-7,ZEMP,,,,CO,VAL,76001,Cl. 54 # 22-54 Sur,rrhh@paz-bastidas.test,6017485963:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000626,2,,,,,López Ltd S.A.,LÓPEZ LTD,,,ZNIT,841735403-0,ZEMP,,,,CO,VAL,76001,Calle 160Y # 6Z-80 Sur,rrhh@lópez.test,6017645360:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000627,2,,,,,Hurtado Group S.A.,HURTADO GROUP,,,ZNIT,879150726-0,ZEMP,,,,CO,CUN,25754,Carrera 97 # 3-3 Sur,rrhh@hurtado.test,6017793907:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000628,2,,,,,Vallejo Group S.A.S.,VALLEJO GROUP,,,ZNIT,891473141-2,ZEMP,,,,CO,CUN,25286,Calle 21 Bis E # 80-5,rrhh@vallejo.test,6011032829:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000629,2,,,,,Rincón Ltd S.A.,RINCÓN LTD,,,ZNIT,876409984-8,ZEMP,,,,CO,BOG,11001,Transversal 7 Bis # 6-89,rrhh@rincón.test,6017921555:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000630,2,,,,,Fundación Niño-Martínez,NIÑO-MARTÍNEZ,,,ZNIT,835495268-1,ZEMP,,,,CO,CUN,25286,Calle 1N # 5-75 Este,rrhh@niño-martínez.test,6019404176:TIT:OWN:TIT,,,Y,N,,,,ESAL,20260901
0007000631,2,,,,,Fundación Naranjo Paz and Moreno,NARANJO PAZ AND MORENO,,,ZNIT,898012488-0,ZEMP,,,,CO,ANT,05001,Cl. 12 # 29-6 Sur,rrhh@naranjo.test,6017629579:TIT:OWN:TIT,,,Y,N,,,,ESAL,20260901
0007000632,2,,,,,Betancur Orjuela and Hernández S.A.,BETANCUR ORJUELA AND HERNÁNDEZ,,,ZNIT,812136419-2,ZEMP,,,,CO,BOG,11001,Cr. 4U # 2-70 Este,rrhh@betancur.test,6015486756:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000633,2,,,,,Ávila-Mosquera S.A.,ÁVILA-MOSQUERA,,,ZNIT,810065805-1,ZEMP,,,,CO,ANT,05001,Transversal 95 # 7-74 Sur,rrhh@ávila-mosquera.test,6011424451:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000634,2,,,,,Torres PLC S.A.S.,TORRES PLC,,,ZNIT,871441006-6,ZEMP,,,,CO,CUN,25754,Avenida carrera 1ª # 9-2 Sur,rrhh@torres.test,6011917530:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000635,2,,,,,Arango Ltd S.A.,ARANGO LTD,,,ZNIT,816421634-6,ZEMP,,,,CO,ANT,05001,Cl. 137U # 83-61,rrhh@arango.test,6013658278:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000636,2,,,,,Castro LLC S.A.,CASTRO LLC,,,ZNIT,832253784-1,ZEMP,,,,CO,BOG,11001,Cl. 17 # 3-1 Sur,rrhh@castro.test,6015152824:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000637,2,,,,,Fundación Alvarado Blanco and Melo,ALVARADO BLANCO AND MELO,,,ZNIT,892098803-5,ZEMP,,,,CO,CUN,25286,Cr. 108A # 70-25 Este,rrhh@alvarado.test,6015375940:TIT:OWN:TIT,,,Y,N,,,,ESAL,20260901
0007000638,2,,,,,Montenegro-Vega S.A.,MONTENEGRO-VEGA,,,ZNIT,845269867-1,ZEMP,,,,CO,CUN,25286,Calle 32 # 5-6 Este,rrhh@montenegro-vega.test,6017164886:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000639,2,,,,,Burgos Cifuentes and Martínez S.A.,BURGOS CIFUENTES AND MARTÍNEZ,,,ZNIT,848593981-0,ZEMP,,,,CO,CUN,25754,Dg. 41 # 24-46 Sur,rrhh@burgos.test,6011749319:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000640,2,,,,,Gómez Inc Ltda.,GÓMEZ INC,,,ZNIT,844067749-8,ZEMP,,,,CO,VAL,76001,Dg. 9Q # 7T-16,rrhh@gómez.test,6014500675:TIT:OWN:TIT,,,Y,N,,,,LTDA,20260901
0007000641,2,,,,,Forero PLC S.A.,FORERO PLC,,,ZNIT,829161052-0,ZEMP,,,,CO,ANT,05001,Diagonal 70 # 8-68 Este,rrhh@forero.test,6012916484:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000642,2,,,,,Sandoval Jiménez and Suárez S.A.S.,SANDOVAL JIMÉNEZ AND SUÁREZ,,,ZNIT,817233272-0,ZEMP,,,,CO,VAL,76001,Cr. 15V # 91-4 Sur,rrhh@sandoval.test,6013543399:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000643,2,,,,,Castillo Tovar and Beltrán S.A.,CASTILLO TOVAR AND BELTRÁN,,,ZNIT,865292911-5,ZEMP,,,,CO,ANT,05001,Calle 7A # 2-81 Sur,rrhh@castillo.test,6019679520:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000644,2,,,,,Salas-Giraldo S.A.S.,SALAS-GIRALDO,,,ZNIT,819756947-5,ZEMP,,,,CO,ANT,05001,Cr. 86T # 5F-28,rrhh@salas-giraldo.test,6019639865:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000645,2,,,,,Salazar Inc S.A.,SALAZAR INC,,,ZNIT,816322979-7,ZEMP,,,,CO,VAL,76001,Avenida carrera 146 # 7-5 Sur,rrhh@salazar.test,6011416850:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000646,2,,,,,Díaz-Cárdenas Ltda.,DÍAZ-CÁRDENAS,,,ZNIT,826117594-3,ZEMP,,,,CO,CUN,25286,Av. carrera 41 # 74-4 Este,rrhh@díaz-cárdenas.test,6017367349:TIT:OWN:TIT,,,Y,N,,,,LTDA,20260901
0007000647,2,,,,,Fundación Triana Ltd,TRIANA LTD,,,ZNIT,877512877-1,ZEMP,,,,CO,ANT,05001,Carrera 58 # 9-32 Sur,rrhh@triana.test,6017011677:TIT:OWN:TIT,,,Y,N,,,,ESAL,20260901
0007000648,2,,,,,Rivera-Benavides S.A.,RIVERA-BENAVIDES,,,ZNIT,857351885-6,ZEMP,,,,CO,CUN,25754,Calle 6ª # 7-69,rrhh@rivera-benavides.test,6016202843:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000649,2,,,,,Torres-Chaparro S.A.,TORRES-CHAPARRO,,,ZNIT,887174847-6,ZEMP,,,,CO,BOG,11001,Carrera 89Q # 24-5 Este,rrhh@torres-chaparro.test,6017471671:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000650,2,,,,,Martínez Rincón and Herrera S.A.S.,MARTÍNEZ RINCÓN AND HERRERA,,,ZNIT,829506743-4,ZEMP,,,,CO,BOG,11001,Cl. 7 Bis G # 1-63 Sur,rrhh@martínez.test,6018694024:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000651,2,,,,,Guevara and Sons S.A.,GUEVARA AND SONS,,,ZNIT,872311544-3,ZEMP,,,,CO,ANT,05001,Cr. 168 # 9-77,rrhh@guevara.test,6019251210:TIT:OWN:TIT,,,Y,N,,,,SA,20260901
0007000652,1,Luis,,Rentería,Díaz,,,1,19840527,ZCC,960411896,ZAFI,A,AF-000652,A,CO,CUN,25286,Avenida Valle del Cauca # 1-65 Sur,luis.moreno0@ejemplo.test,3354595948:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000653,1,Alexander,,Silva,Rojas,,,1,19460226,ZCC,921076094,ZAFI,C,AF-000653,A,CO,CUN,25286,Carrera 64B # 67-1 Este,alexander.salas2@ejemplo.test,3259893032:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000654,1,Nubia,María,Hernández,Ruiz,,,2,19460417,ZCC,934143325,ZAFI,A,AF-000654,A,CO,VAL,76001,Calle 104M # 9W-24 Este,nubia.páez4@ejemplo.test,3211698767:TIT:OWN:TIT,,,Y,N,WHATSAPP:N,,,,20260901
0007000655,1,Mabel,,Rodríguez,Rojas,,,2,19900402,ZCC,939394172,ZAFI,B,AF-000655,A,CO,VAL,76001,Carrera 120 Sur # 7-8,mabel.hoyos5@ejemplo.test,3220913724:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000656,1,Kevin,Héctor,Rodríguez,Castro,,,1,19700418,ZCC,978957163,ZAFI,A,AF-000656,A,CO,ANT,05001,Calle 91 # 20F-1 Sur,kevin.ortiz6@ejemplo.test,3318166990:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000657,1,Ingrid,,Yepes,Flórez,,,2,19751127,ZCC,986428207,ZAFI,A,AF-000657,A,CO,BOG,11001,Av. calle 38 # 17-59 Este,ingrid.ramírez7@ejemplo.test,3193133390:TIT:OWN:TIT;3476160381:TIT:GUA:TIT,0007000658:ZPAR,FAM-0007,Y,Y,,,,,20260901
0007000658,1,Jhonny,,Yepes,Giraldo,,,1,20180430,ZTI,947137669,ZBEN,,,A,CO,BOG,11001,Cl. 8ª # 80-49 Sur,jhonny.mantilla9007@ejemplo.test,3476160381:TIT:OWN:TIT,,FAM-0007,Y,Y,,,,,20260901
0007000659,1,Estiven,Alfonso,Morales,Rentería,,,1,20060220,ZPAS,P867603,ZAFI,B,AF-000659,A,CO,VAL,76001,Carrera 93T Bis D # 82-39 Este,estiven.cantillo8@ejemplo.test,3425596212:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000660,2,,,,,Sarmiento Pérez and Jaimes Ltda.,SARMIENTO PÉREZ AND JAIMES,,,ZNIT,820986956-1,ZEMP,,,,CO,CUN,25286,Carrera 1ª # 86-9,rrhh@sarmiento.test,6017837920:TIT:OWN:TIT,,,Y,N,,,,LTDA,20260901
0007000661,2,,,,,Sánchez Group Ltda.,SÁNCHEZ GROUP,,,ZNIT,831585567-9,ZEMP,,,,CO,CUN,25754,Av. carrera 8ª # 97-57,rrhh@sánchez.test,6012072516:TIT:OWN:TIT,0007000660:ZSUB,,Y,N,,,,LTDA,20260901
0007000662,1,Roberto,,Ríos,Velasco,,,1,19980302,ZCC,926089474,ZAFI,A,AF-000662,A,CO,CUN,25754,Calle 95 # 12-3 Este,roberto.mejía9@ejemplo.test,3175018505:TIT:OWN:TIT,0007000660:ZREP;0007000661:ZSPO,,Y,Y,,,,,20260901
0007000663,1,José,Alejandro,García,Tamayo,,,1,20030504,ZCC,935530464,ZPRV,,,A,CO,VAL,76001,Calle 9I # 52-4 Sur,josé.velásquez10@ejemplo.test,3425560224:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000664,1,Miller,César,Córdoba,Flórez,,,1,19941112,ZCC,961211629,ZAFI,C,AF-000664,A,CO,VAL,76001,Avenida calle 133 # 66-92,miller.caballero11@ejemplo.test,3182315317:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000665,1,Hernán,Felix,Díaz,Saavedra,,,1,19501208,ZCC,977778835,ZAFI;ZSUB,A,AF-R00012,A,CO,VAL,76001,Avenida carrera 37 # 59-84 Sur,hernán.fernández12@ejemplo.test,3284070799:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000666,1,Tatiana,Rocío,Flórez,Correa,,,2,19801223,ZCC,991654735,ZAFI,B,AF-000666,A,CO,ANT,05001,Av. calle 170 # 8-50 Este,tatiana.cáceres13@ejemplo.test,3331148043:TIT:OWN:TIT,,,Y,N,,,,,20260901
0007000667,1,Milena,,Vega,Domínguez,,,2,19521205,ZCC,953863639,ZAFI,A,AF-000667,A,CO,BOG,11001,Avenida Natalia Ramos Cabrera # 7-8 Sur,milena.cardona14@ejemplo.test,3294876871:TIT:OWN:TIT;3049435504:COB:OWN:UNC;3174256866:REF:REF:UNC;3280759393:COB:OWN:WRG,,,Y,Y,,BEN:Y;COB:Y;COM:N,,,20260901
0007000668,1,Estela,,Giraldo,Hernández,,,2,19710114,ZCC,959314532,ZAFI,A,AF-000668,A,CO,CUN,99999,Calle 118 # 30-8 Este,estela.pacheco17@ejemplo.test,3039301433:TIT:OWN:TIT,,,Y,Y,,,,,20260901
0007000669,2,,,,,Textiles del Norte S.A.S.,TEXTILES DEL NORTE,,,ZNIT,851766614-7,ZEMP,,,,CO,CUN,25754,Avenida carrera 9ª # 44-33,rrhh@textiles.test,6017493232:TIT:OWN:TIT,,,Y,N,,,,SAS,20260901
0007000670,2,,,,,Inversiones Vanegas Ltda.,INVERSIONES VANEGAS,,,ZNIT,833409072-1,ZEMP,,,,CO,BOG,11001,Av. calle 4ª # 7-61 Este,rrhh@inversiones.test,6012579224:TIT:OWN:TIT,,,Y,N,,,,LTDA,20260901
0007000671,1,Andrés,Felipe,Cardona,Bermúdez,,,1,19481003,ZCC,986017157,ZAFI,A,AF-000671,A,CO,BOG,11001,Cl. 71 # 2-10,josé.montoya19@ejemplo.test,3251829669:TIT:OWN:TIT,,FAM-0018,Y,N,,,,,20260901
0007000672,1,Sofía,,Cardona,Restrepo,,,1,20210720,ZTI,985762045,ZBEN,A,,A,CO,BOG,11001,Calle 3ª # 7-52 Sur,ángel.ocampo9018@ejemplo.test,3192947410:TIT:GUA:TIT,0007000673:ZBEN,FAM-0018,Y,N,,,,,20260901
0007000673,1,Mariana,Lucía,Restrepo,Vanegas,,,1,19530713,ZCC,999578905,ZAFI;ZSUB,A,AF-U00018,A,CO,BOG,11001,Tr. 17 # 61-1 Este,mariana.restrepo.vitrina@ejemplo.test,3192947410:TIT:OWN:TIT;3029817825:COB:OWN:UNC;3270865610:REF:REF:UNC,0007000669:ZEMP;0007000670:ZREP;0007000670:ZSHA;0007000671:ZSPO;0007000672:ZPAR,FAM-0018,Y,Y,,BEN:Y;COB:Y;COM:Y,,,20260901
